"msgid","msgstr"
"For 'Product Bundle' items, Warehouse, Serial No and Batch No will be considered from the 'Packing List' table. If Warehouse and Batch No are same for all packing items for any 'Product Bundle' item, those values can be entered in the main Item table, values will be copied to 'Packing List' table.","لبنود حزمة المنتج والمستودع والرقم المتسلسل ورقم الدفعة ستأخذ بعين الاعتبار من جدول قائمة التغليف. اذا كان للمستودع ورقم الدفعة نفس  البند من بنود التغليف لأي بند من حزمة المنتج. هذه القيم يمكن ادخالها في جدول البند الرئيسي. والقيم سيتم نسخها الى جدول قائمة التغليف."
"For Buying","للشراء"
"For Company","للشركة"
"For Default Supplier (Optional)","للمورد الافتراضي (اختياري)"
"For Item","للصنف"
"For Item {0} cannot be received more than {1} qty against the {2} {3}","لا يمكن استلام أكثر من {1} كمية للصنف {0} مقابل {2} {3}"
"For Job Card","لبطاقة العمل"
"For Operation","للعملية"
"For Price List","لائحة الأسعار"
"For Production","للإنتاج"
"For Quantity (Manufactured Qty) is mandatory","للكمية (الكمية المصنعة) إلزامية\
<br>\
For Quantity (Manufactured Qty) is mandatory"
"For Raw Materials","للمواد الخام"
"For Return Invoices with Stock effect, '0' qty Items are not allowed. Following rows are affected: {0}","بالنسبة لفواتير الإرجاع ذات التأثير على المخزون، لا يُسمح بأصناف بكمية '0'. الصفوف التالية متأثرة: {0}"
"For Selling","للبيع"
"For Supplier","للمورد"
"For Warehouse","لمستودع"
"For Work Order","لأمر العمل"
"For an item {0}, quantity must be negative number","بالنسبة إلى عنصر {0} ، يجب أن تكون الكمية رقمًا سالبًا"
"For an item {0}, quantity must be positive number","بالنسبة إلى عنصر {0} ، يجب أن تكون الكمية رقمًا موجبًا"
"For dunning fee and interest","لرسوم المطالبة والفوائد"
"For e.g. 2012, 2012-13","على سبيل المثال 2012، 2013"
"For how much spent = 1 Loyalty Point","كم تنفق = 1 نقطة الولاء"
"For individual supplier","عن مورد فردي"
"For item <b>{0}</b>, only <b>{1}</b> asset have been created or linked to <b>{2}</b>. Please create or link <b>{3}</b> more asset with the respective document.","بالنسبة للصنف <b>{0}</b>، تم إنشاء أو ربط <b>{1}</b> أصل فقط بـ <b>{2}</b>. يرجى إنشاء أو ربط <b>{3}</b> أصل إضافي بالمستند المعني."
"For item {0}, rate must be a positive number. To Allow negative rates, enable {1} in {2}","بالنسبة للصنف {0}، يجب أن يكون السعر رقمًا موجبًا. للسماح بالأسعار السالبة، قم بتمكين {1} في {2}"
"For operation {0}: Quantity ({1}) can not be greater than pending quantity({2})","بالنسبة للعملية {0}: لا يمكن أن تكون الكمية ({1}) أكبر من الكمية المعلقة ({2})"
"For quantity {0} should not be greater than allowed quantity {1}","بالنسبة للكمية {0} يجب ألا تكون أكبر من الكمية المسموح بها {1}"
"For reference","للرجوع إليها"
"For row {0} in {1}. To include {2} in Item rate, rows {3} must also be included","بالنسبة للصف {0} في {1}. لتضمين {2} في سعر الصنف، يجب أيضًا تضمين الصفوف {3}"
"For row {0}: Enter Planned Qty","بالنسبة إلى الصف {0}: أدخل الكمية المخطط لها"
"For the 'Apply Rule On Other' condition the field {0} is mandatory","بالنسبة لشرط &quot;تطبيق القاعدة على أخرى&quot; ، يكون الحقل {0} إلزاميًا"
"For the convenience of customers, these codes can be used in print formats like Invoices and Delivery Notes","لتسهيل الأمر على العملاء، يمكن استخدام هذه الرموز في تنسيقات الطباعة مثل الفواتير وأذونات التسليم"
"For the item {0}, the quantity should be {1} according to the BOM {2}.","بالنسبة للصنف {0}، يجب أن تكون الكمية {1} وفقًا لقائمة المواد {2}."
"For the new {0} to take effect, would you like to clear the current {1}?","لكي يسري مفعول {0} الجديد، هل ترغب في مسح {1} الحالي؟"
"For the {0}, no stock is available for the return in the warehouse {1}.","بالنسبة لـ {0}، لا يوجد مخزون متاح للإرجاع في المستودع {1}."
"For the {0}, the quantity is required to make the return entry","بالنسبة لـ {0}، الكمية مطلوبة لإنشاء قيد الإرجاع"
"Force-Fetch Subscription Updates","جلب تحديثات الاشتراك بالقوة"
"Forecast","توقعات"
"Forecasting","التنبؤ"
"Foreign Trade Details","تفاصيل التجارة الخارجية"
"Formula Based Criteria","معايير قائمة على الصيغة"
"Forum Activity","نشاط المنتدى"
"Forum Posts","مشاركات المنتدى"
"Forum URL","رابط المنتدى"
"Free Alongside Ship","تسليم بجانب السفينة"
"Free Carrier","تسليم للناقل"
"Free Item","بند مجاني"
"Free Item Rate","سعر الصنف المجاني"
"Free On Board","تسليم على ظهر السفينة"
"Free item code is not selected","لم يتم تحديد رمز العنصر المجاني"
"Free item not set in the pricing rule {0}","عنصر حر غير مضبوط في قاعدة التسعير {0}"
"Freeze Stocks Older Than (Days)","تجميد المخزونات أقدم من (أيام)"
"Freight and Forwarding Charges","رسوم الشحن"
"Frequency","تكرر"
"Frequency To Collect Progress","تردد لتجميع التقدم"
"Frequency of Depreciation (Months)","تواتر او تكرار الاهلاك (أشهر)"
"Frequently Read Articles","اقرأ المقالات بشكل متكرر"
"Friday","الجمعة"
"From","من"
"From BOM","من BOM"
"From Company","من شركة"
"From Corrective Job Card","من بطاقة العمل التصحيحية"
"From Currency","من العملة"
"From Currency and To Currency cannot be same","(من عملة) و (إلى عملة) لا يمكن أن تكون نفسها"
"From Customer","من العملاء"
"From Date","من تاريخ"
"From Date and To Date are Mandatory","من تاريخ وتاريخ إلزامي"
"From Date and To Date are mandatory","تاريخ البدء وتاريخ الانتهاء إلزامي"
"From Date and To Date lie in different Fiscal Year","من التاريخ والوقت تكمن في السنة المالية المختلفة"
"From Date cannot be greater than To Date","(من تاريخ) لا يمكن أن يكون أكبر (الي التاريخ)"
"From Date is mandatory","تاريخ البدء إلزامي"
"From Date must be before To Date","يجب أن تكون من تاريخ إلى تاريخ قبل"
"From Date should be within the Fiscal Year. Assuming From Date = {0}","(من التاريخ) يجب أن يكون ضمن السنة المالية. بافتراض (من التاريخ) = {0}"
"From Date: {0} cannot be greater than To date: {1}","تاريخ البدء: {0} لا يمكن أن يكون أكبر من تاريخ الانتهاء: {1}"
"From Datetime","من (التاريخ والوقت)"
"From Delivery Date","من تاريخ التسليم"
"From Delivery Note","من اشعار التسليم"
"From Doctype","من نوع المستند"
"From Due Date","من تاريخ الاستحقاق"
"From Employee","من الموظف"
"From External Ecomm Platform","من منصة التجارة الإلكترونية الخارجية"
"From Fiscal Year","من السنة المالية"
"From Folio No","من فوليو نو"
"From Invoice Date","من تاريخ الفاتورة"
"From Lead","من عميل محتمل"
"From No","من رقم"
"From Opportunity","من الفرصة"
"From Package No.","من رقم الحزمة"
"From Payment Date","من تاريخ الدفع"
"From Posting Date","من تاريخ النشر"
"From Prospect","من العميل المتوقع"
"From Range","من المدى"
"From Range has to be less than To Range","(من المدى) يجب أن يكون أقل من (إلى المدى)"
"From Reference Date","من تاريخ المرجع"
"From Shareholder","من المساهم"
