"msgid","msgstr"
"Copy error to clipboard","نسخ الخطأ إلى الحافظة"
"Copy to Clipboard","نسخ إلى الحافظة"
"Copyright","حق النشر"
"Core DocTypes cannot be customized.","لا يمكن تخصيص DocTypes الأساسية."
"Core Modules {0} cannot be searched in Global Search.","لا يمكن البحث عن الوحدات الأساسية {0} في البحث العالمي."
"Correct version :","الإصدار الصحيح:"
"Could not connect to outgoing email server","لا يمكن الاتصال بخادم البريد الإلكتروني المنتهية ولايته"
"Could not find {0}","لا يمكن أن تجد {0}"
"Could not map column {0} to field {1}","تعذر تعيين العمود {0} للحقل {1}"
"Could not start up: ","تعذر بدء التشغيل: "
"Couldn't save, please check the data you have entered","تعذر الحفظ ، يرجى التحقق من البيانات التي أدخلتها"
"Count","عد"
"Count Customizations","عد التخصيصات"
"Count Filter","عد مرشح"
"Counter","عداد"
"Country","الدولة"
"Country Code Required","رمز البلد مطلوب"
"Country Name","اسم الدولة"
"County","مقاطعة"
"Cr","كرور"
"Create","انشاء"
"Create & Continue","إنشاء ومتابعة"
"Create Address","إنشاء عنوان"
"Create Card","إنشاء بطاقة"
"Create Chart","إنشاء مخطط"
"Create Child Doctype","إنشاء نوع مستند فرعي"
"Create Contacts from Incoming Emails","إنشاء جهات اتصال من رسائل البريد الإلكتروني الواردة"
"Create Entry","إنشاء الدخول"
"Create Letter Head","إنشاء ترويسة"
"Create Log","إنشاء سجل"
"Create New","انشاء جديد"
"Create New","انشاء جديد"
"Create New DocType","إنشاء نوع مستند جديد"
"Create New Kanban Board","إنشاء لوحة كانبان جديدة"
"Create User Email","انشاء بريد إلكتروني"
"Create a New Format","إنشاء تنسيق جديد"
"Create a Reminder","إنشاء تذكير"
"Create a new ...","إنشاء جديد..."
"Create a new record","إنشاء سجل جديد"
"Create a new {0}","انشاء جديد {0}"
"Create a {0} Account","إنشاء حساب {0}"
"Create and send emails to a specific group of subscribers periodically.","إنشاء وإرسال رسائل بريد إلكتروني إلى مجموعة معينة من المشتركين بشكل دوري."
"Create or Edit Print Format","إنشاء أو تحرير تنسيق الطباعة"
"Create or Edit Workflow","إنشاء أو تحرير سير العمل"
"Create your first {0}","قم بإنشاء أول {0}"
"Create your workflow visually using the Workflow Builder.","أنشئ سير عملك بصريًا باستخدام منشئ سير العمل."
"Created","أنشأ"
"Created At","أنشئ في"
"Created By","أنشئ بواسطة"
"Created Custom Field {0} in {1}","إنشاء الحقل المخصص {0} في {1}"
"Created On","أنشئ في"
"Creating {0}","إنشاء {0}"
"Creation of this document is only permitted in developer mode.","إنشاء هذا المستند مسموح به فقط في وضع المطور."
"Cron","كرون"
"Cron Format","تنسيق كرون"
"Cron format is required for job types with Cron frequency.","تنسيق Cron مطلوب لأنواع المهام ذات تردد Cron."
"Crop","قص"
"Ctrl + Down","Ctrl + سهم لأسفل"
"Ctrl + Up","Ctrl + سهم لأعلى"
"Ctrl+Enter to add comment","على Ctrl + Enter لإضافة تعليق"
"Currency","العملة"
"Currency Name","اسم العملة"
"Currency Precision","دقة العملة"
"Currency list stores the currency value, its symbol and fraction unit","قائمة العملات تخزن قيمة العملة ورمزها ووحدة الكسر"
"Current","تيار"
"Current Job ID","معرف المهمة الحالية"
"Current Value","القيمة الحالية"
"Current status","الحالة الحالية"
"Currently Viewing","يطلع عليها حاليا"
"Custom","مخصص"
"Custom Base URL","عنوان ورل لقاعدة مخصصة"
"Custom Block Name","اسم الكتلة المخصصة"
"Custom Blocks","الكتل المخصصة"
"Custom CSS","CSS مخصص"
"Custom Configuration","التكوين المخصص"
"Custom Delimiters","محددات مخصصة"
"Custom DocPerm","DocPerm مخصص"
"Custom Document Types (Select Permission)","أنواع المستندات المخصصة (إذن التحديد)"
"Custom Document Types Limit Exceeded","تم تجاوز حد أنواع المستندات المخصصة"
"Custom Documents","المستندات المخصصة"
"Custom Field","حقل مخصص"
"Custom Field {0} is created by the Administrator and can only be deleted through the Administrator account.","يتم إنشاء الحقل المخصص {0} بواسطة المسؤول ولا يمكن حذفه إلا من خلال حساب المسؤول."
"Custom Fields can only be added to a standard DocType.","يمكن إضافة الحقول المخصصة فقط إلى نوع DocType قياسي."
"Custom Fields cannot be added to core DocTypes.","لا يمكن إضافة الحقول المخصصة إلى DocTypes الأساسية."
"Custom Footer","تذييل مخصص"
"Custom Format","تنسيق مخصص"
"Custom Group Search","بحث مجموعة مخصص"
"Custom Group Search if filled needs to contain the user placeholder {0}, eg uid={0},ou=users,dc=example,dc=com","إذا تم ملء بحث المجموعة المخصص، فيجب أن يحتوي على العنصر النائب للمستخدم {0}، على سبيل المثال uid={0},ou=users,dc=example,dc=com"
"Custom HTML","HTML مخصص"
"Custom HTML Block","كتلة HTML مخصصة"
"Custom HTML Help","مساعدة HTML المخصص"
"Custom LDAP Directoy Selected, please ensure 'LDAP Group Member attribute' and 'Group Object Class' are entered","تم تحديد دليل LDAP مخصص، يرجى التأكد من إدخال 'سمة عضو مجموعة LDAP' و 'فئة كائن المجموعة'"
"Custom Label","تسمية مخصصة"
"Custom Menu Items","عناصر القائمة المخصصة"
"Custom Options","خيارات مخصصة"
"Custom Overrides","تجاوزات مخصصة"
"Custom Report","تقرير مخصص"
"Custom Reports","تقارير مخصصة"
"Custom Role","تخصيص صلاحية"
"Custom SCSS","SCSS مخصص"
"Custom Sidebar Menu","قائمة الشريط الجانبي المخصص"
"Custom Translation","ترجمة مخصصة"
"Custom field renamed to {0} successfully.","تمت إعادة تسمية الحقل المخصص إلى {0} بنجاح."
"Custom?","مخصص"
"Customization","التخصيص"
"Customizations Discarded","تم تجاهل التخصيصات"
"Customizations Reset","التخصيصات إعادة تعيين"
"Customizations for <b>{0}</b> exported to:<br>{1}","تم تصدير التخصيصات ل <b>{0}</b> إلى: <br> {1}"
"Customize","تخصيص"
"Customize","تخصيص"
"Customize Child Table","تخصيص الجدول الفرعي"
"Customize Dashboard","تخصيص لوحة التحكم"
"Customize Form","تخصيص نموذج"
"Customize Form - {0}","تخصيص النموذج - {0}"
"Customize Form Field","تخصيص حقل نموذج"
"Customize properties, naming, fields and more for standard doctypes","تخصيص الخصائص والتسمية والحقول والمزيد لأنواع المستندات القياسية"
"Cut","قطع"
"Cyan","سماوي"
"DELETE","حذف"
"DESC","تنازلي"
"DLE","DLE"
"DRAFT","مسودة"
"Daily","يوميا"
"Daily Event Digest is sent for Calendar Events where reminders are set.","يتم إرسال ملخص الأحداث اليومي لأحداث التقويم المطلوب لها تذكير"
"Daily Events should finish on the Same Day.","يجب أن تنتهي الأحداث اليومية في نفس اليوم."
"Daily Long","يوميا طويلة"
"Daily Maintenance","صيانة يومية"
"Danger","خطر"
"Dark","داكن"
"Dark Color","لون غامق"
"Dark Theme","المظهر الداكن"
"Dashboard","لوحة المعلومات"
"Dashboard Chart","مخطط لوحة القيادة"
"Dashboard Chart Field","حقل مخطط لوحة القيادة"
"Dashboard Chart Link","رابط مخطط لوحة المعلومات"
"Dashboard Chart Source","مصدر مخطط لوحة القيادة"
"Dashboard Manager","مدير لوحة القيادة"
"Dashboard Name","اسم لوحة القيادة"
"Dashboard Settings","اعدادات اللوحة الرئيسية"
"Dashboard View","عرض لوحة التحكم"
